sys_id,name,fqdn,ip_address,mac_address,asset_tag,serial_number,sys_class_name,install_status,operational_status,environment,business_service,support_group,owned_by,managed_by,location,os,manufacturer,model_id,u_criticality,u_contains_pii,u_pci_scope,u_edr_status,u_backup_tier,tags,sys_created_on,sys_updated_on,vendor,product,vendor_product,dvc,instance,cim_data_model,cim_dataset,tag,dest,dest_name,dest_host,dest_ip,ip,dns,nt_host,mac,owner,description,status
f5a1f71df145f7a6d2b42018d8217ea1,app-email-an-19,app-email-an-19.corp.northwind.example,10.65.105.119,02:42:22:62:4a:ee,NW-100034,SN65652947,cmdb_ci_cloud_service,Installed,Non-Operational,prod,Email and Collaboration,Endpoint Engineering,Logan Foster,Cameron Hughes,Singapore - Regional Office,Windows Server 2022,Dell,ThinkPad T14,1 - most critical,false,false,Healthy,gold,"email_and_collaboration,endpoint_engineering,prod",2025-05-31 00:43:55,2026-06-12 07:23:05,Dell,ThinkPad T14,Dell ThinkPad T14,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,app-email-an-19,app-email-an-19,app-email-an-19,10.65.105.119,10.65.105.119,app-email-an-19.corp.northwind.example,app-email-an-19,02:42:22:62:4a:ee,Logan Foster,Email and Collaboration cmdb_ci_cloud_service,non-operational
0e79b2656965311fb4ce4d6779cbd17e,app-claims-p-20,app-claims-p-20.corp.northwind.example,10.68.178.120,02:42:23:b4:f5:ac,NW-100035,SN80927031,cmdb_ci_appl,Retired,Operational,dev,Claims Portal,Linux Platform,Jamie Hughes,Reese Walker,Singapore - Regional Office,Microsoft SQL Server 2022,Lenovo,CSR1000v,3 - medium,true,false,Outdated Policy,bronze,"claims_portal,dev,linux_platform",2024-08-30 07:22:28,2026-05-14 13:13:48,Lenovo,CSR1000v,Lenovo CSR1000v,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,app-claims-p-20,app-claims-p-20,app-claims-p-20,10.68.178.120,10.68.178.120,app-claims-p-20.corp.northwind.example,app-claims-p-20,02:42:23:b4:f5:ac,Jamie Hughes,Claims Portal cmdb_ci_appl,operational
316c7bc46c052640dbd2bc9e39b76fa3,web-card-pro-21,web-card-pro-21.corp.northwind.example,10.68.166.121,02:42:24:08:54:04,NW-100036,SN61743056,cmdb_ci_database,Installed,Operational,prod,Card Processing,Security Operations,Jamie Hughes,Rowan Diaz,Singapore - Regional Office,Windows 11 Enterprise,Microsoft,EC2 m7i.large,3 - medium,false,true,Healthy,none,"card_processing,prod,security_operations",2024-07-14 01:04:23,2026-05-04 12:05:52,Microsoft,EC2 m7i.large,Microsoft EC2 m7i.large,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-card-pro-21,web-card-pro-21,web-card-pro-21,10.68.166.121,10.68.166.121,web-card-pro-21.corp.northwind.example,web-card-pro-21,02:42:24:08:54:04,Jamie Hughes,Card Processing cmdb_ci_database,operational
8063ba03b3abb3947ffd7697f2f18f65,app-data-war-22,app-data-war-22.corp.northwind.example,10.56.3.122,02:42:25:04:be:ce,NW-100037,SN49266853,cmdb_ci_win_server,Installed,Operational,prod,Data Warehouse,Threat Response,Parker Garcia,Alex Hughes,Chicago - Data Center,Microsoft SQL Server 2022,HPE,PowerEdge R650,4 - low,false,false,Healthy,bronze,"data_warehouse,prod,threat_response",2024-11-05 10:15:15,2026-06-13 15:16:50,HPE,PowerEdge R650,HPE PowerEdge R650,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,app-data-war-22,app-data-war-22,app-data-war-22,10.56.3.122,10.56.3.122,app-data-war-22.corp.northwind.example,app-data-war-22,02:42:25:04:be:ce,Parker Garcia,Data Warehouse cmdb_ci_win_server,operational
c7df96e9605e8eabb94a8771923912d5,web-customer-23,web-customer-23.corp.northwind.example,10.68.213.123,02:42:26:15:ec:81,NW-100038,SN79226090,cmdb_ci_database,Installed,Operational,prod,Customer Identity,Cloud Platform,Parker Vasquez,Kai Ortiz,Chicago - Data Center,Microsoft SQL Server 2022,HPE,PowerEdge R650,1 - most critical,true,false,Healthy,silver,"cloud_platform,customer_identity,prod",2025-08-24 06:56:00,2026-04-28 12:26:20,HPE,PowerEdge R650,HPE PowerEdge R650,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-customer-23,web-customer-23,web-customer-23,10.68.213.123,10.68.213.123,web-customer-23.corp.northwind.example,web-customer-23,02:42:26:15:ec:81,Parker Vasquez,Customer Identity cmdb_ci_database,operational
c6f3c5f354d54abb786380dbf66037ae,web-online-b-24,web-online-b-24.corp.northwind.example,10.54.219.124,02:42:27:00:3b:e3,NW-100039,SN21330898,cmdb_ci_netgear,Installed,Operational,prod,Online Banking,Application Support,Hayden Vasquez,Riley Jensen,New York - HQ,PostgreSQL 15,Lenovo,EC2 m7i.large,4 - low,true,false,Healthy,none,"application_support,online_banking,prod",2024-06-08 17:20:30,2026-04-23 18:19:18,Lenovo,EC2 m7i.large,Lenovo EC2 m7i.large,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-online-b-24,web-online-b-24,web-online-b-24,10.54.219.124,10.54.219.124,web-online-b-24.corp.northwind.example,web-online-b-24,02:42:27:00:3b:e3,Hayden Vasquez,Online Banking cmdb_ci_netgear,operational
c1ef67fd0e23e6accb2281f890988a66,job-customer-25,job-customer-25.corp.northwind.example,10.65.215.125,02:42:28:e6:41:02,NW-100040,SN23366379,cmdb_ci_database,Installed,Operational,prod,Customer Identity,Identity and Access,Harper Foster,Casey Evans,Remote,Cisco IOS XE 17,HPE,ThinkPad T14,4 - low,true,false,Healthy,none,"customer_identity,identity_and_access,prod",2024-04-21 14:56:46,2026-06-11 08:18:43,HPE,ThinkPad T14,HPE ThinkPad T14,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,job-customer-25,job-customer-25,job-customer-25,10.65.215.125,10.65.215.125,job-customer-25.corp.northwind.example,job-customer-25,02:42:28:e6:41:02,Harper Foster,Customer Identity cmdb_ci_database,operational
d1b1c9722c58fd05998b1bfa0f7ea669,job-customer-26,job-customer-26.corp.northwind.example,10.68.13.126,02:42:29:5c:1f:b2,NW-100041,SN50429316,cmdb_ci_cloud_service,Installed,Degraded,stage,Customer Identity,Endpoint Engineering,Hayden Ortiz,Quinn Lewis,New York - HQ,Windows Server 2022,HPE,EC2 m7i.large,3 - medium,true,false,Healthy,none,"customer_identity,endpoint_engineering,stage",2024-04-18 18:20:41,2026-05-25 06:12:40,HPE,EC2 m7i.large,HPE EC2 m7i.large,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,job-customer-26,job-customer-26,job-customer-26,10.68.13.126,10.68.13.126,job-customer-26.corp.northwind.example,job-customer-26,02:42:29:5c:1f:b2,Hayden Ortiz,Customer Identity cmdb_ci_cloud_service,degraded
31babf6cd0ac5fec529e644c7de30552,job-email-an-27,job-email-an-27.corp.northwind.example,10.53.65.127,02:42:2a:ca:5e:f3,NW-100042,SN37631002,cmdb_ci_linux_server,Installed,Operational,prod,Email and Collaboration,Network Operations,Jamie Hughes,Reese Jensen,Chicago - Data Center,Amazon Linux 2023,Microsoft,ProLiant DL360,2 - high,false,false,Healthy,bronze,"email_and_collaboration,network_operations,prod",2025-06-03 16:31:38,2026-05-22 15:41:13,Microsoft,ProLiant DL360,Microsoft ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,job-email-an-27,job-email-an-27,job-email-an-27,10.53.65.127,10.53.65.127,job-email-an-27.corp.northwind.example,job-email-an-27,02:42:2a:ca:5e:f3,Jamie Hughes,Email and Collaboration cmdb_ci_linux_server,operational
997d1812f81a72b46530089f178f94df,app-email-an-28,app-email-an-28.corp.northwind.example,10.60.173.128,02:42:2b:a4:eb:41,NW-100043,SN39853910,cmdb_ci_cloud_service,In Maintenance,Degraded,prod,Email and Collaboration,Service Desk,Kai Turner,Emerson Kim,Remote,PostgreSQL 15,HPE,ProLiant DL360,3 - medium,false,false,Healthy,gold,"email_and_collaboration,prod,service_desk",2025-12-11 08:32:53,2026-06-03 16:54:13,HPE,ProLiant DL360,HPE ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,app-email-an-28,app-email-an-28,app-email-an-28,10.60.173.128,10.60.173.128,app-email-an-28.corp.northwind.example,app-email-an-28,02:42:2b:a4:eb:41,Kai Turner,Email and Collaboration cmdb_ci_cloud_service,degraded
75a87fbf1f78846008d7c15c54f85a47,job-corporat-29,job-corporat-29.corp.northwind.example,10.64.167.129,02:42:2c:01:ea:16,NW-100044,SN90588139,cmdb_ci_linux_server,Installed,Operational,prod,Corporate VPN,Identity and Access,Alex Vasquez,Alex Hughes,Remote,Red Hat Enterprise Linux 9,Amazon Web Services,EC2 m7i.large,3 - medium,false,false,Outdated Policy,bronze,"corporate_vpn,identity_and_access,prod",2025-08-04 06:00:18,2026-04-22 08:41:26,Amazon Web Services,EC2 m7i.large,Amazon Web Services EC2 m7i.large,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,job-corporat-29,job-corporat-29,job-corporat-29,10.64.167.129,10.64.167.129,job-corporat-29.corp.northwind.example,job-corporat-29,02:42:2c:01:ea:16,Alex Vasquez,Corporate VPN cmdb_ci_linux_server,operational
ad1baa598102461d2bed8e3a3e45fff0,node-data-war-30,node-data-war-30.corp.northwind.example,10.66.1.130,02:42:2d:20:27:7a,NW-100045,SN68322740,cmdb_ci_server,Installed,Operational,prod,Data Warehouse,Database Services,Avery Reed,Hayden Ortiz,London - Regional Office,Red Hat Enterprise Linux 9,Amazon Web Services,EC2 m7i.large,2 - high,false,false,Healthy,bronze,"data_warehouse,database_services,prod",2025-09-12 19:18:30,2026-06-21 18:31:00,Amazon Web Services,EC2 m7i.large,Amazon Web Services EC2 m7i.large,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,node-data-war-30,node-data-war-30,node-data-war-30,10.66.1.130,10.66.1.130,node-data-war-30.corp.northwind.example,node-data-war-30,02:42:2d:20:27:7a,Avery Reed,Data Warehouse cmdb_ci_server,operational
64ff57e0340f216af7d59d2893c540e9,lt-card-pro-31,lt-card-pro-31.corp.northwind.example,10.61.46.131,02:42:2e:90:52:93,NW-100046,SN88506756,cmdb_ci_computer,Installed,Operational,stage,Card Processing,Security Operations,Hayden Ortiz,Kai Ortiz,London - Regional Office,Windows 11 Enterprise,Dell,PowerEdge R650,3 - medium,false,true,Healthy,none,"card_processing,security_operations,stage",2025-09-28 16:45:31,2026-05-03 22:41:32,Dell,PowerEdge R650,Dell PowerEdge R650,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,lt-card-pro-31,lt-card-pro-31,lt-card-pro-31,10.61.46.131,10.61.46.131,lt-card-pro-31.corp.northwind.example,lt-card-pro-31,02:42:2e:90:52:93,Hayden Ortiz,Card Processing cmdb_ci_computer,operational
ff37d071384e9a93afad4b7b56241642,app-card-pro-32,app-card-pro-32.corp.northwind.example,10.69.74.132,02:42:2f:5c:39:e3,NW-100047,SN32992777,cmdb_ci_database,Installed,Operational,prod,Card Processing,Identity and Access,Kai Turner,Jordan Singh,London - Regional Office,Ubuntu Server 22.04 LTS,HPE,ProLiant DL360,1 - most critical,false,true,Healthy,none,"card_processing,identity_and_access,prod",2025-11-04 05:57:47,2026-06-10 14:59:25,HPE,ProLiant DL360,HPE ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,app-card-pro-32,app-card-pro-32,app-card-pro-32,10.69.74.132,10.69.74.132,app-card-pro-32.corp.northwind.example,app-card-pro-32,02:42:2f:5c:39:e3,Kai Turner,Card Processing cmdb_ci_database,operational
04bd1a7a479b2dd5696b9afcd2bb12f0,lt-corporat-33,lt-corporat-33.corp.northwind.example,10.68.45.133,02:42:30:e3:f1:cd,NW-100048,SN97911071,cmdb_ci_computer,Installed,Operational,prod,Corporate VPN,Identity and Access,Parker Morris,Casey Morris,Singapore - Regional Office,Amazon Linux 2023,Lenovo,ProLiant DL360,1 - most critical,false,false,Healthy,silver,"corporate_vpn,identity_and_access,prod",2024-08-18 03:20:13,2026-06-16 03:39:42,Lenovo,ProLiant DL360,Lenovo ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,lt-corporat-33,lt-corporat-33,lt-corporat-33,10.68.45.133,10.68.45.133,lt-corporat-33.corp.northwind.example,lt-corporat-33,02:42:30:e3:f1:cd,Parker Morris,Corporate VPN cmdb_ci_computer,operational
14df9ca44d012942a311510c1de78da3,lt-data-war-34,lt-data-war-34.corp.northwind.example,10.57.122.134,02:42:31:4a:ff:1e,NW-100049,SN89314268,cmdb_ci_computer,Installed,Operational,prod,Data Warehouse,Service Desk,Casey Ortiz,Casey Lewis,London - Regional Office,Amazon Linux 2023,Microsoft,ProLiant DL360,3 - medium,false,false,Healthy,gold,"data_warehouse,prod,service_desk",2025-03-27 03:34:39,2026-05-08 20:33:42,Microsoft,ProLiant DL360,Microsoft ProLiant DL360,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,lt-data-war-34,lt-data-war-34,lt-data-war-34,10.57.122.134,10.57.122.134,lt-data-war-34.corp.northwind.example,lt-data-war-34,02:42:31:4a:ff:1e,Casey Ortiz,Data Warehouse cmdb_ci_computer,operational
d064fa56251693e20ba2600b31fb0eef,web-manufact-35,web-manufact-35.corp.northwind.example,10.65.217.135,02:42:32:37:fe:39,NW-100050,SN51814343,cmdb_ci_cloud_service,In Maintenance,Operational,prod,Manufacturing MES,Endpoint Engineering,Sydney Jensen,Drew Reed,Singapore - Regional Office,Amazon Linux 2023,Amazon Web Services,PowerEdge R650,4 - low,false,false,Healthy,silver,"endpoint_engineering,manufacturing_mes,prod",2025-05-06 18:31:49,2026-06-17 02:22:12,Amazon Web Services,PowerEdge R650,Amazon Web Services PowerEdge R650,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-manufact-35,web-manufact-35,web-manufact-35,10.65.217.135,10.65.217.135,web-manufact-35.corp.northwind.example,web-manufact-35,02:42:32:37:fe:39,Sydney Jensen,Manufacturing MES cmdb_ci_cloud_service,operational
c5bfb8e82bf24f85560f8f4d1942dce4,web-card-pro-36,web-card-pro-36.corp.northwind.example,10.57.97.136,02:42:33:6c:e9:a0,NW-100051,SN86669570,cmdb_ci_cloud_service,Installed,Operational,prod,Card Processing,Threat Response,Riley Lewis,Parker Garcia,Remote,PostgreSQL 15,Dell,CSR1000v,2 - high,false,true,Healthy,bronze,"card_processing,prod,threat_response",2024-12-24 17:38:22,2026-04-26 21:24:11,Dell,CSR1000v,Dell CSR1000v,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-card-pro-36,web-card-pro-36,web-card-pro-36,10.57.97.136,10.57.97.136,web-card-pro-36.corp.northwind.example,web-card-pro-36,02:42:33:6c:e9:a0,Riley Lewis,Card Processing cmdb_ci_cloud_service,operational
c1702051b29592a20e86611e44c20223,web-claims-p-37,web-claims-p-37.corp.northwind.example,10.61.215.137,02:42:34:59:9e:60,NW-100052,SN33399063,cmdb_ci_appl,Installed,Operational,prod,Claims Portal,Service Desk,Quinn Lewis,Drew Foster,New York - HQ,Windows Server 2022,Microsoft,ThinkPad T14,2 - high,true,false,Healthy,gold,"claims_portal,prod,service_desk",2025-09-15 10:13:27,2026-05-06 21:06:17,Microsoft,ThinkPad T14,Microsoft ThinkPad T14,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-claims-p-37,web-claims-p-37,web-claims-p-37,10.61.215.137,10.61.215.137,web-claims-p-37.corp.northwind.example,web-claims-p-37,02:42:34:59:9e:60,Quinn Lewis,Claims Portal cmdb_ci_appl,operational
291715e5e2ad5712395de74d7412827b,app-erp-fina-38,app-erp-fina-38.corp.northwind.example,10.63.142.138,02:42:35:cf:4d:f1,NW-100053,SN18901485,cmdb_ci_cloud_service,Installed,Operational,prod,ERP Finance,Cloud Platform,Quinn Lewis,Kai Jensen,New York - HQ,Ubuntu Server 22.04 LTS,Microsoft,PowerEdge R650,3 - medium,false,false,Healthy,none,"cloud_platform,erp_finance,prod",2025-08-04 15:07:00,2026-05-10 02:53:46,Microsoft,PowerEdge R650,Microsoft PowerEdge R650,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,app-erp-fina-38,app-erp-fina-38,app-erp-fina-38,10.63.142.138,10.63.142.138,app-erp-fina-38.corp.northwind.example,app-erp-fina-38,02:42:35:cf:4d:f1,Quinn Lewis,ERP Finance cmdb_ci_cloud_service,operational
fd9033d5850b2390b6d2ce2995c2c8f5,web-card-pro-39,web-card-pro-39.corp.northwind.example,10.65.124.139,02:42:36:7c:c8:c7,NW-100054,SN73531916,cmdb_ci_linux_server,Installed,Operational,stage,Card Processing,Windows Server,Riley Lewis,SOC Automation,London - Regional Office,Windows Server 2022,Lenovo,CSR1000v,3 - medium,false,true,Healthy,bronze,"card_processing,stage,windows_server",2025-01-14 19:31:55,2026-04-30 00:17:49,Lenovo,CSR1000v,Lenovo CSR1000v,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-card-pro-39,web-card-pro-39,web-card-pro-39,10.65.124.139,10.65.124.139,web-card-pro-39.corp.northwind.example,web-card-pro-39,02:42:36:7c:c8:c7,Riley Lewis,Card Processing cmdb_ci_linux_server,operational
b42ec55fad025990d7f0c7eecb6da23e,web-payments-40,web-payments-40.corp.northwind.example,10.68.84.140,02:42:37:42:0d:31,NW-100055,SN29543263,cmdb_ci_netgear,Installed,Operational,dev,Payments API,Cloud Platform,Kai Vasquez,SOC Automation,Remote,Ubuntu Server 22.04 LTS,HPE,CSR1000v,4 - low,false,true,Healthy,gold,"cloud_platform,dev,payments_api",2024-09-02 14:38:10,2026-05-21 04:09:33,HPE,CSR1000v,HPE CSR1000v,synthetic-servicenow,synthetic-demo,Inventory,All_Inventory,inventory,web-payments-40,web-payments-40,web-payments-40,10.68.84.140,10.68.84.140,web-payments-40.corp.northwind.example,web-payments-40,02:42:37:42:0d:31,Kai Vasquez,Payments API cmdb_ci_netgear,operational
