sys_id,number,type,state,approval,risk,impact,priority,category,assignment_group,assigned_to,requested_by,opened_by,business_service,cmdb_ci,short_description,description,justification,implementation_plan,backout_plan,test_plan,start_date,end_date,work_start,work_end,close_code,close_notes,u_environment,u_splunk_notable_event_id,u_splunk_correlation_search,sys_created_on,opened_at,sys_updated_on,vendor,product,vendor_product,dvc,instance,cim_data_model,cim_dataset,tag,action,change_type,object,object_id,object_category,object_type,object_attrs,result,result_id,status,user,src_user,dest,dest_name,severity,ticket_id,ticket_type,ticket_status
8a54025d0c63c4ffe053cc890c709dde,CHG0030025,Normal,Closed,Approved,High,2 - Medium,2 - Medium,Security,Cloud Platform,Morgan Singh,Jamie Hughes,Jamie Hughes,Security Monitoring,db-security-11,Increase database storage for db-security-11,Generated demo change for Security Monitoring affecting db-security-11.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-03-17 16:51:05,2026-03-17 21:51:05,2026-03-17 16:51:05,2026-03-17 21:51:05,Unsuccessful,Change completed and monitoring returned to normal.,prod,,,2026-03-16 15:51:05,2026-03-16 15:51:05,2026-03-18 08:51:05,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,db-security-11,8a54025d0c63c4ffe053cc890c709dde,Security,change_request,"business_service=Security Monitoring,risk=High,type=Normal",Closed,CHG0030025,failure,Jamie Hughes,Jamie Hughes,db-security-11,db-security-11,informational,CHG0030025,change_request,Closed
f2586d1553bbde1bd9cd409444587cb8,CHG0030026,Normal,Implement,Approved,High,1 - High,1 - High,Application,Threat Response,Cameron Hughes,Sydney Walker,Sydney Walker,Claims Portal,node-claims-p-18,Add monitoring for node-claims-p-18,Generated demo change for Claims Portal affecting node-claims-p-18.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-04-05 08:16:32,2026-04-05 12:16:32,,,,,prod,,,2026-04-04 18:16:32,2026-04-04 18:16:32,2026-04-05 12:16:32,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,node-claims-p-18,f2586d1553bbde1bd9cd409444587cb8,Application,change_request,"business_service=Claims Portal,risk=High,type=Normal",Implement,CHG0030026,success,Sydney Walker,Sydney Walker,node-claims-p-18,node-claims-p-18,high,CHG0030026,change_request,Implement
1f2fcff4186353e7b013a7baa4459a18,CHG0030027,Standard,Closed,Approved,Low,1 - High,1 - High,Network,Network Operations,Reese Hughes,Sydney Kim,Sydney Kim,Email and Collaboration,job-email-an-27,Replace failed disk on job-email-an-27,Generated demo change for Email and Collaboration affecting job-email-an-27.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-04-20 07:06:34,2026-04-20 15:06:34,2026-04-20 07:06:34,2026-04-20 15:06:34,Unsuccessful,Change completed and monitoring returned to normal.,prod,,,2026-04-18 23:06:34,2026-04-18 23:06:34,2026-04-21 01:06:34,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,job-email-an-27,1f2fcff4186353e7b013a7baa4459a18,Network,change_request,"business_service=Email and Collaboration,risk=Low,type=Standard",Closed,CHG0030027,failure,Sydney Kim,Sydney Kim,job-email-an-27,job-email-an-27,high,CHG0030027,change_request,Closed
936f7d7fae3113c601731b7294feca0a,CHG0030028,Standard,Review,Approved,Low,1 - High,1 - High,Cloud,Security Operations,Quinn Lewis,Morgan Singh,Morgan Singh,Card Processing,web-card-pro-21,Patch operating system on web-card-pro-21,Generated demo change for Card Processing affecting web-card-pro-21.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-05-01 10:58:07,2026-05-01 15:58:07,,,,,prod,,,2026-04-29 18:58:07,2026-04-29 18:58:07,2026-05-01 16:58:07,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,web-card-pro-21,936f7d7fae3113c601731b7294feca0a,Cloud,change_request,"business_service=Card Processing,risk=Low,type=Standard",Review,CHG0030028,success,Morgan Singh,Morgan Singh,web-card-pro-21,web-card-pro-21,high,CHG0030028,change_request,Review
3e898342c051b821f0bd404ee55c51b4,CHG0030029,Emergency,Scheduled,Approved,Low,3 - Low,3 - Low,Hardware,Identity and Access,Hayden Vasquez,Kai Lewis,Kai Lewis,Customer Identity,job-customer-25,Deploy application release to Customer Identity,Generated demo change for Customer Identity affecting job-customer-25.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-05-22 15:09:29,2026-05-22 20:09:29,,,,,prod,,,2026-05-21 20:09:29,2026-05-21 20:09:29,2026-05-22 03:09:29,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,created,service_management,job-customer-25,3e898342c051b821f0bd404ee55c51b4,Hardware,change_request,"business_service=Customer Identity,risk=Low,type=Emergency",Scheduled,CHG0030029,success,Kai Lewis,Kai Lewis,job-customer-25,job-customer-25,low,CHG0030029,change_request,Scheduled
54719169f9118784a905a862b8acedb0,CHG0030030,Standard,Closed,Approved,Moderate,2 - Medium,2 - Medium,Application,Application Support,Jamie Morris,Taylor Ibrahim,Taylor Ibrahim,Customer Identity,web-customer-16,Patch operating system on web-customer-16,Generated demo change for Customer Identity affecting web-customer-16.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-03-21 19:54:24,2026-03-22 01:54:24,2026-03-21 19:54:24,2026-03-22 01:54:24,Successful,Change completed and monitoring returned to normal.,prod,,,2026-03-19 15:54:24,2026-03-19 15:54:24,2026-03-22 08:54:24,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,web-customer-16,54719169f9118784a905a862b8acedb0,Application,change_request,"business_service=Customer Identity,risk=Moderate,type=Standard",Closed,CHG0030030,success,Taylor Ibrahim,Taylor Ibrahim,web-customer-16,web-customer-16,informational,CHG0030030,change_request,Closed
d4b13bde4938f8281235ff7602a0eeef,CHG0030031,Normal,Closed,Approved,Moderate,2 - Medium,2 - Medium,Network,Cloud Platform,Cameron Foster,Riley Jensen,Riley Jensen,ERP Finance,app-erp-fina-38,Update firewall policy for ERP Finance,Generated demo change for ERP Finance affecting app-erp-fina-38.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-05-16 10:08:54,2026-05-16 16:08:54,2026-05-16 10:08:54,2026-05-16 16:08:54,Successful,Change completed and monitoring returned to normal.,prod,,,2026-05-14 19:08:54,2026-05-14 19:08:54,2026-05-16 20:08:54,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,app-erp-fina-38,d4b13bde4938f8281235ff7602a0eeef,Network,change_request,"business_service=ERP Finance,risk=Moderate,type=Normal",Closed,CHG0030031,success,Riley Jensen,Riley Jensen,app-erp-fina-38,app-erp-fina-38,informational,CHG0030031,change_request,Closed
8d157785c927d2be6a9e717269971d6d,CHG0030032,Normal,Scheduled,Approved,Low,3 - Low,3 - Low,Security,Database Services,Jordan Ortiz,Hayden Evans,Hayden Evans,Card Processing,prd-sql-pay-02,Rotate service certificate for Card Processing,Generated demo change for Card Processing affecting prd-sql-pay-02.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-05-13 01:35:36,2026-05-13 06:35:36,,,,,prod,,,2026-05-11 07:35:36,2026-05-11 07:35:36,2026-05-11 16:35:36,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,created,service_management,prd-sql-pay-02,8d157785c927d2be6a9e717269971d6d,Security,change_request,"business_service=Card Processing,risk=Low,type=Normal",Scheduled,CHG0030032,success,Hayden Evans,Hayden Evans,prd-sql-pay-02,prd-sql-pay-02,low,CHG0030032,change_request,Scheduled
cc95b862637f4fc74bd1222a44b01af0,CHG0030033,Normal,Implement,Approved,Low,2 - Medium,2 - Medium,Database,Endpoint Engineering,Alex Patel,Alex Patel,Alex Patel,Manufacturing MES,mes-hmi-07,Replace failed disk on mes-hmi-07,Generated demo change for Manufacturing MES affecting mes-hmi-07.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-03-24 02:11:54,2026-03-24 09:11:54,,,,,prod,,,2026-03-23 04:11:54,2026-03-23 04:11:54,2026-03-23 13:11:54,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,mes-hmi-07,cc95b862637f4fc74bd1222a44b01af0,Database,change_request,"business_service=Manufacturing MES,risk=Low,type=Normal",Implement,CHG0030033,success,Alex Patel,Alex Patel,mes-hmi-07,mes-hmi-07,informational,CHG0030033,change_request,Implement
f09195f439b3e43301d139f80c627f42,CHG0030034,Normal,Closed,Approved,Moderate,1 - High,1 - High,Hardware,Identity and Access,Alex Hughes,Sydney Walker,Sydney Walker,Customer Identity,idp-prd-01,Add monitoring for idp-prd-01,Generated demo change for Customer Identity affecting idp-prd-01.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-04-15 22:50:47,2026-04-16 02:50:47,2026-04-15 22:50:47,2026-04-16 02:50:47,Successful with Issues,Change completed and monitoring returned to normal.,prod,,,2026-04-14 10:50:47,2026-04-14 10:50:47,2026-04-16 07:50:47,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,idp-prd-01,f09195f439b3e43301d139f80c627f42,Hardware,change_request,"business_service=Customer Identity,risk=Moderate,type=Normal",Closed,CHG0030034,success,Sydney Walker,Sydney Walker,idp-prd-01,idp-prd-01,high,CHG0030034,change_request,Closed
2383c9316334059b71542b2c9650af56,CHG0030035,Standard,Cancelled,Rejected,Moderate,1 - High,1 - High,Cloud,Service Desk,Casey Evans,Jamie Kim,Jamie Kim,Customer Identity,lt-customer-12,Rotate service certificate for Customer Identity,Generated demo change for Customer Identity affecting lt-customer-12.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-04-23 14:42:54,2026-04-23 18:42:54,2026-04-23 14:42:54,2026-04-23 18:42:54,Successful with Issues,Change completed and monitoring returned to normal.,prod,,,2026-04-22 21:42:54,2026-04-22 21:42:54,2026-04-24 00:42:54,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,lt-customer-12,2383c9316334059b71542b2c9650af56,Cloud,change_request,"business_service=Customer Identity,risk=Moderate,type=Standard",Cancelled,CHG0030035,failure,Jamie Kim,Jamie Kim,lt-customer-12,lt-customer-12,high,CHG0030035,change_request,Cancelled
855ad6928d3b250d82c21479604c200b,CHG0030036,Standard,Closed,Approved,Moderate,1 - High,1 - High,Database,Application Support,Cameron Ibrahim,Sydney Jensen,Sydney Jensen,Payments API,prd-pay-api-02,Increase database storage for prd-pay-api-02,Generated demo change for Payments API affecting prd-pay-api-02.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-05-07 02:20:46,2026-05-07 10:20:46,2026-05-07 02:20:46,2026-05-07 10:20:46,Successful,Change completed and monitoring returned to normal.,dev,,,2026-05-04 17:20:46,2026-05-04 17:20:46,2026-05-07 19:20:46,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,prd-pay-api-02,855ad6928d3b250d82c21479604c200b,Database,change_request,"business_service=Payments API,risk=Moderate,type=Standard",Closed,CHG0030036,success,Sydney Jensen,Sydney Jensen,prd-pay-api-02,prd-pay-api-02,high,CHG0030036,change_request,Closed
e839938da71aa3d8a32fc5df60b9f24f,CHG0030037,Normal,Closed,Approved,Low,2 - Medium,2 - Medium,Database,Linux Platform,Logan Foster,Hayden Vasquez,Hayden Vasquez,Claims Portal,app-claims-p-20,Patch operating system on app-claims-p-20,Generated demo change for Claims Portal affecting app-claims-p-20.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-03-19 21:11:23,2026-03-20 04:11:23,2026-03-19 21:11:23,2026-03-20 04:11:23,Successful,Change completed and monitoring returned to normal.,dev,,,2026-03-19 02:11:23,2026-03-19 02:11:23,2026-03-20 11:11:23,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,app-claims-p-20,e839938da71aa3d8a32fc5df60b9f24f,Database,change_request,"business_service=Claims Portal,risk=Low,type=Normal",Closed,CHG0030037,success,Hayden Vasquez,Hayden Vasquez,app-claims-p-20,app-claims-p-20,informational,CHG0030037,change_request,Closed
ffcd493eb99bfdc2af51933e67178345,CHG0030038,Normal,Scheduled,Approved,High,3 - Low,3 - Low,Database,Network Operations,Parker Garcia,Casey Evans,Casey Evans,Online Banking,waf-edge-02,Update firewall policy for Online Banking,Generated demo change for Online Banking affecting waf-edge-02.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-03-25 13:04:00,2026-03-25 21:04:00,,,,,prod,,,2026-03-25 07:04:00,2026-03-25 07:04:00,2026-03-27 02:04:00,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,created,service_management,waf-edge-02,ffcd493eb99bfdc2af51933e67178345,Database,change_request,"business_service=Online Banking,risk=High,type=Normal",Scheduled,CHG0030038,success,Casey Evans,Casey Evans,waf-edge-02,waf-edge-02,low,CHG0030038,change_request,Scheduled
1571c58711d5e98ae30f8e96a66219e9,CHG0030039,Normal,Closed,Approved,Low,2 - Medium,2 - Medium,Software,Database Services,Emerson Ibrahim,Alex Patel,Alex Patel,Customer Identity,job-customer-05,Modify load balancer pool for Customer Identity,Generated demo change for Customer Identity affecting job-customer-05.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-03-25 01:22:23,2026-03-25 09:22:23,2026-03-25 01:22:23,2026-03-25 09:22:23,Successful with Issues,Change completed and monitoring returned to normal.,prod,,,2026-03-22 02:22:23,2026-03-22 02:22:23,2026-03-25 15:22:23,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,job-customer-05,1571c58711d5e98ae30f8e96a66219e9,Software,change_request,"business_service=Customer Identity,risk=Low,type=Normal",Closed,CHG0030039,success,Alex Patel,Alex Patel,job-customer-05,job-customer-05,informational,CHG0030039,change_request,Closed
e8116ea7487b43a5b7253918491541fa,CHG0030040,Normal,Closed,Approved,Moderate,3 - Low,3 - Low,Network,Cloud Platform,Jamie Kim,Kai Turner,Kai Turner,Security Monitoring,db-security-11,Rotate service certificate for Security Monitoring,Generated demo change for Security Monitoring affecting db-security-11.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-05-19 02:24:35,2026-05-19 10:24:35,2026-05-19 02:24:35,2026-05-19 10:24:35,Successful with Issues,Change completed and monitoring returned to normal.,prod,,,2026-05-18 00:24:35,2026-05-18 00:24:35,2026-05-19 20:24:35,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,db-security-11,e8116ea7487b43a5b7253918491541fa,Network,change_request,"business_service=Security Monitoring,risk=Moderate,type=Normal",Closed,CHG0030040,success,Kai Turner,Kai Turner,db-security-11,db-security-11,low,CHG0030040,change_request,Closed
a0668345bc6aa02e1a403cb1aec0b828,CHG0030041,Normal,Closed,Approved,Moderate,1 - High,1 - High,Application,Database Services,Drew Foster,Jamie Ortiz,Jamie Ortiz,Card Processing,prd-sql-pay-02,Refresh TLS configuration on prd-sql-pay-02,Generated demo change for Card Processing affecting prd-sql-pay-02.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-04-11 15:35:07,2026-04-11 17:35:07,2026-04-11 15:35:07,2026-04-11 17:35:07,Successful with Issues,Change completed and monitoring returned to normal.,prod,,,2026-04-08 17:35:07,2026-04-08 17:35:07,2026-04-11 21:35:07,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,prd-sql-pay-02,a0668345bc6aa02e1a403cb1aec0b828,Application,change_request,"business_service=Card Processing,risk=Moderate,type=Normal",Closed,CHG0030041,success,Jamie Ortiz,Jamie Ortiz,prd-sql-pay-02,prd-sql-pay-02,high,CHG0030041,change_request,Closed
980ecbd932bbb358165f9bd4237c14a9,CHG0030042,Normal,Closed,Approved,Low,3 - Low,3 - Low,Application,Endpoint Engineering,Cameron Singh,Casey Evans,Casey Evans,Manufacturing MES,mes-hmi-07,Add monitoring for mes-hmi-07,Generated demo change for Manufacturing MES affecting mes-hmi-07.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-05-04 07:12:41,2026-05-04 11:12:41,2026-05-04 07:12:41,2026-05-04 11:12:41,Successful,Change completed and monitoring returned to normal.,prod,,,2026-05-03 09:12:41,2026-05-03 09:12:41,2026-05-04 22:12:41,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,mes-hmi-07,980ecbd932bbb358165f9bd4237c14a9,Application,change_request,"business_service=Manufacturing MES,risk=Low,type=Normal",Closed,CHG0030042,success,Casey Evans,Casey Evans,mes-hmi-07,mes-hmi-07,low,CHG0030042,change_request,Closed
dc126a96a10414d459e0bd0c396cc3c3,CHG0030043,Normal,Closed,Approved,Moderate,2 - Medium,2 - Medium,Cloud,Endpoint Engineering,Jamie Hughes,Sydney Walker,Sydney Walker,Email and Collaboration,app-email-an-19,Rotate service certificate for Email and Collaboration,Generated demo change for Email and Collaboration affecting app-email-an-19.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-03-03 21:52:00,2026-03-04 04:52:00,2026-03-03 21:52:00,2026-03-04 04:52:00,Successful with Issues,Change completed and monitoring returned to normal.,prod,,,2026-03-01 06:52:00,2026-03-01 06:52:00,2026-03-04 15:52:00,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,app-email-an-19,dc126a96a10414d459e0bd0c396cc3c3,Cloud,change_request,"business_service=Email and Collaboration,risk=Moderate,type=Normal",Closed,CHG0030043,success,Sydney Walker,Sydney Walker,app-email-an-19,app-email-an-19,informational,CHG0030043,change_request,Closed
4a5e6d388b2cb6551af4ded27aed71e0,CHG0030044,Normal,Closed,Approved,Low,3 - Low,3 - Low,Application,Cloud Platform,Rowan Hughes,Kai Jensen,Kai Jensen,Corporate VPN,app-corporat-07,Refresh TLS configuration on app-corporat-07,Generated demo change for Corporate VPN affecting app-corporat-07.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-04-20 04:23:48,2026-04-20 08:23:48,2026-04-20 04:23:48,2026-04-20 08:23:48,Successful with Issues,Change completed and monitoring returned to normal.,prod,,,2026-04-18 19:23:48,2026-04-18 19:23:48,2026-04-20 18:23:48,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,app-corporat-07,4a5e6d388b2cb6551af4ded27aed71e0,Application,change_request,"business_service=Corporate VPN,risk=Low,type=Normal",Closed,CHG0030044,success,Kai Jensen,Kai Jensen,app-corporat-07,app-corporat-07,low,CHG0030044,change_request,Closed
41da3c698cc8575f79f360912ce3fc84,CHG0030045,Normal,Closed,Approved,Low,2 - Medium,2 - Medium,Software,Endpoint Engineering,Alex Carter,Sydney Jensen,Sydney Jensen,Email and Collaboration,app-email-an-19,Tune EDR policy for Email and Collaboration,Generated demo change for Email and Collaboration affecting app-email-an-19.,Demo change record created to support Splunk Enterprise Security storytelling.,"Validate pre-checks, implement approved change, monitor service health, and document results.",Restore previous configuration or package version and notify the service owner.,"Confirm service availability, authentication flow, and alert telemetry after implementation.",2026-03-16 05:12:40,2026-03-16 13:12:40,2026-03-16 05:12:40,2026-03-16 13:12:40,Unsuccessful,Change completed and monitoring returned to normal.,prod,,,2026-03-15 05:12:40,2026-03-15 05:12:40,2026-03-16 23:12:40,ServiceNow,IT Service Management,ServiceNow IT Service Management,synthetic-servicenow,synthetic-demo,Change,All_Changes,change,updated,service_management,app-email-an-19,41da3c698cc8575f79f360912ce3fc84,Software,change_request,"business_service=Email and Collaboration,risk=Low,type=Normal",Closed,CHG0030045,failure,Sydney Jensen,Sydney Jensen,app-email-an-19,app-email-an-19,informational,CHG0030045,change_request,Closed
